Date,Project,Account,Detail,Amount
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,690
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,690
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1190
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1365
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1365
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1420
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1490
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1561
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1571
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1776
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1906
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1906
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1906
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1990
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2130
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2227
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2372
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2805
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2981
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3150
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3152
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3900
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3900
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4600
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4807
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5850
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7000
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7200
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7200
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7200
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7405
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,10880
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,11880
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,12800
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,13500
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,14059
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,16190
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18080
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18332
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18706
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,25000
2019-07-27,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,32980
2019-07-29,Santiago,Gastos Generales,Cancelar entrada para número de pago 51658,-10500
2019-07-29,Santiago,Gastos Generales,CAMILO VALENZUELA RIVEROS,10500
2019-07-29,Santiago,Gastos Generales,PABLO VALENZUELA PEREZ,10500
2019-07-29,Santiago,Materias Primas de Obras en Ejecución,FE-15841-CNP SPA,16250
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,31059
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,31059
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,31059
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,55907
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,55907
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,55907
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,55907
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,55907
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,62118
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,69884
2019-07-29,Santiago,Mantención Activo Fijo,33-21344-PC EXPRESS COMPUTACION LIMITADA,88235
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,98536
2019-07-29,Santiago,Materias Primas de Obras en Ejecución,CAJA CHICA N°8 EDIFICIO Santiago,158508
2019-07-29,Santiago,Gastos por Arriendos Operacionales,FE-38388-BAÑOS QUIMICOS BIOSAN SPA.,260000
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,279534
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,672000
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,1559801
2019-07-29,Santiago,Materias Primas de Obras en Ejecución,FE-1124643-MELON HORMIGONES S.A,1789020
2019-07-29,Santiago,Gastos por Arriendos Operacionales,TRANSPORTES Const. LTDA,2184000
2019-07-29,Santiago,Subcontratos,FE-141-INMOBILIARIA E INVERSIONES ARGUS SPA,2921206
2019-07-30,Santiago,Servicios Básicos,Cancelar entrada para número de pago 51578,-108230
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,682
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,690
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,795
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1205
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1591
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1600
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1643
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1811
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1811
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2372
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2386
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2717
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2717
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3018
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3176
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3495
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9350
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9490
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18332
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,19750
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,FE-156028-COMERCIAL SAN SEBASTIAN LTDA.,31580
2019-07-30,Santiago,Mantención Activo Fijo,33-21365-PC EXPRESS COMPUTACION LIMITADA,32898
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,FE-7198-DUARTE   DUARTE COMBUST. LTDA.,34827
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,FE-7132-DUARTE   DUARTE COMBUST. LTDA.,40701
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,FE-168034-TECNO FAST S.A.,97759
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,33-21365-PC EXPRESS COMPUTACION LIMITADA,312802
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,33-1121307-MELON HORMIGONES S.A,322862
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,434784
2019-07-30,Santiago,Gastos por Herramientas Menores,33-1138719-PATRICIO OTERO F Y CIA LTDA,479286
2019-07-30,Santiago,Materias Primas de Obras en Ejecución,FE-1125151-MELON HORMIGONES S.A,1006324
2019-07-31,Santiago,Remuneraciones Operacionales,2019.07 TRASPASO COSTO M.O. CALIDAD A OBRAS(Anulac,-665938
2019-07-31,Santiago,Remuneraciones Operacionales,Traspaso Remuneraciones Julio-19 área SST(Anulació,-498238
2019-07-31,Santiago,Gastos por Arriendos Operacionales,Factura de proveedores - Cancelación - P76024430,-100000
2019-07-31,Santiago,Remuneraciones Operacionales,Bono Producción G.,4416
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,7467
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,7482
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,FE-30763-VLADIMIR MAURICIO DEVIA SALAS.,8319
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,9333
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,9676
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,14671
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,14933
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,FE-21294-PC EXPRESS COMPUTACION LIMITADA,15108
2019-07-31,Santiago,Remuneraciones Operacionales,Horas Extras,15828
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,16000
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,16000
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,16187
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,17942
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,18667
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,18973
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,20000
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,20000
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,20662
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,20934
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,22954
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,23437
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,FE-10856-SOC. COMERC. YU Y ZHONG LTDA.,23659
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-7107-DUARTE   DUARTE COMBUST. LTDA.,23820
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,25155
2019-07-31,Santiago,Insumos Administración,33-1098-COMERCIALIZADORA ENNY GARCIA G  EIRL,29000
2019-07-31,Santiago,Remuneraciones Operacionales,Horas Extras,29995
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-7221-DUARTE   DUARTE COMBUST. LTDA.,30449
2019-07-31,Santiago,Insumos Administración,33-1098-COMERCIALIZADORA ENNY GARCIA G  EIRL,31680
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,32000
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,32000
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,32000
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,32000
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,32922
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,33873
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,35180
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,38815
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,40000
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,40000
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,40000
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,40000
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,40514
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,44701
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,45010
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,45956
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,48000
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,49324
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,50705
2019-07-31,Santiago,Remuneraciones Operacionales,Feriado Proporcional  ($),52675
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,54420
2019-07-31,Santiago,Gastos por Herramientas Menores,33-1265-JULIO IBAZETA Y COMPAÑIA LTDA,58350
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,60000
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,61000
2019-07-31,Santiago,Remuneraciones Operacionales,Movilización,61334
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,64063
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador Seg de Cesant,64555
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-151-SERVICIOS GRAFICOS LOS LAGOS LTDA.,68480
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-799-MONICA DEL Santiago FIGUEROA CACERES,70000
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-802-MONICA DEL Santiago FIGUEROA CACERES,70000
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,71226
2019-07-31,Santiago,Remuneraciones Operacionales,Mutual de Seguridad,73280
2019-07-31,Santiago,Remuneraciones Operacionales,Bono Producción G.,76220
2019-07-31,Santiago,Remuneraciones Operacionales,Colación,76666
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-7242-DUARTE   DUARTE COMBUST. LTDA.,78665
2019-07-31,Santiago,Remuneraciones Operacionales,Feriado Proporcional  ($),79975
2019-07-31,Santiago,Remuneraciones Operacionales,Horas Extras,80824
2019-07-31,Santiago,Remuneraciones Operacionales,Bono Producción G.,81996
2019-07-31,Santiago,Remuneraciones Operacionales,Horas Extras,91374
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-24189-ULMA CHILE ANDAMIOS Y MOLDAJES,95000
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-24192-ULMA CHILE ANDAMIOS Y MOLDAJES,95000
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-24250-ULMA CHILE ANDAMIOS Y MOLDAJES,95000
2019-07-31,Santiago,Materias Primas de Obras en Ejecución,33-24252-ULMA CHILE ANDAMIOS Y MOLDAJES,95000
2019-07-31,Santiago,Remuneraciones Operacionales,Aporte Empleador S.I.S.,95177
2019-07-31,Santiago,Remuneraciones Operacionales,Horas Extras,95970
2019-07-31,Santiago,Remuneraciones Operacionales,Gratificación Legal,97808
